City,State,Year,Population
Houston,Texas,2015,2286630
Huntersville,North Carolina,2015,52830
Huntington Beach,California,2015,200855
Huntington Park,California,2015,58997
Huntsville,Alabama,2015,190147
Idaho Falls,Idaho,2015,59192
Independence,Missouri,2015,117241
Indianapolis city (bal,Indiana,2015,853238
Indio,California,2015,87036
Inglewood,California,2015,110860
Iowa City,Iowa,2015,73496
Irvine,California,2015,255614
Irving,Texas,2015,237358
Jackson,Mississippi,2015,170943
Jackson,Tennessee,2015,66739
Jacksonville,Florida,2015,865835
Jacksonville,North Carolina,2015,74104
Janesville,Wisconsin,2015,63875
Jersey City,New Jersey,2015,260332
Johns Creek,Georgia,2015,82985
Johnson City,Tennessee,2015,65472
Joliet,Illinois,2015,147626
Jonesboro,Arkansas,2015,73712
Joplin,Missouri,2015,49764
Jupiter,Florida,2015,62828
Jurupa Valley,California,2015,101474
Kalamazoo,Michigan,2015,75832
Kansas City,Kansas,2015,151635
Kansas City,Missouri,2015,475069
Kenner,Louisiana,2015,66961
Kennewick,Washington,2015,78772
Kenosha,Wisconsin,2015,99559
Kent,Washington,2015,127324
Kentwood,Michigan,2015,51367
Kettering,Ohio,2015,55394
Killeen,Texas,2015,140263
Kingsport,Tennessee,2015,52778
Kirkland,Washington,2015,87410
Kissimmee,Florida,2015,68597
Knoxville,Tennessee,2015,184334
Kokomo,Indiana,2015,57853
La Crosse,Wisconsin,2015,52036
La Habra,California,2015,61804
La Mesa,California,2015,59754
Lacey,Washington,2015,46122
Lafayette,Indiana,2015,71153
Lafayette,Louisiana,2015,126875
Laguna Niguel,California,2015,65466
Lake Charles,Louisiana,2015,75477
Lake Elsinore,California,2015,61996
Lake Forest,California,2015,82051
Lake Havasu City,Arizona,2015,53422
Lakeland,Florida,2015,103607
Lakeville,Minnesota,2015,60819
Lakewood,California,2015,81028
Lakewood,Colorado,2015,152122
Lakewood,Ohio,2015,50819
Lakewood,Washington,2015,58883
Lancaster,California,2015,159973
Lancaster,Pennsylvania,2015,59508
Lansing,Michigan,2015,115358
Laredo,Texas,2015,255538
Largo,Florida,2015,81834
Las Cruces,New Mexico,2015,101179
Las Vegas,Nevada,2015,617840
Lauderhill,Florida,2015,70912
Lawrence,Kansas,2015,94104
Lawrence,Massachusetts,2015,79732
Lawton,Oklahoma,2015,95994
Layton,Utah,2015,73931
League City,Texas,2015,97965
Leander,Texas,2015,39076
Lee's Summit,Missouri,2015,94858
Leesburg,Virginia,2015,50917
Lehi,Utah,2015,59033
Lenexa,Kansas,2015,52425
Lewisville,Texas,2015,103744
Lexington-Fayette urban c,Kentucky,2015,316002
Lincoln,Nebraska,2015,277178
Little Elm,Texas,2015,38810
Little Rock,Arkansas,2015,198135
Livermore,California,2015,88246
Livonia,Michigan,2015,94830
Lodi,California,2015,64231
Logan,Utah,2015,49826
Long Beach,California,2015,470708
Longmont,Colorado,2015,92317
Longview,Texas,2015,81899
Lorain,Ohio,2015,63641
Los Angeles,California,2015,3943215
Louisville/Jefferson County metro government (bal,Kentucky,2015,615247
Loveland,Colorado,2015,74608
Lowell,Massachusetts,2015,111149
Lubbock,Texas,2015,247644
Lynchburg,Virginia,2015,79271
Lynn,Massachusetts,2015,93247
Lynwood,California,2015,71485
Macon-Bibb C,Georgia,2015,153948
Madera,California,2015,63672
Madison,Alabama,2015,47107
Madison,Wisconsin,2015,248714
Malden,Massachusetts,2015,61258
Manchester,New Hampshire,2015,111039
Manhattan,Kansas,2015,56481
Mansfield,Texas,2015,64624
Manteca,California,2015,74998
Maple Grove,Minnesota,2015,68429
Margate,Florida,2015,56755
Maricopa,Arizona,2015,46109
Marietta,Georgia,2015,59973
Marysville,Washington,2015,66582
McAllen,Texas,2015,140323
McKinney,Texas,2015,163458
Medford,Massachusetts,2015,57811
Medford,Oregon,2015,78944
Melbourne,Florida,2015,79386
Memphis,Tennessee,2015,654876
Menifee,California,2015,86616
Merced,California,2015,81878
Meriden,Connecticut,2015,60089
Meridian,Idaho,2015,92147
Mesa,Arizona,2015,482108
Mesquite,Texas,2015,144977
Methuen Town,Massachusetts,2015,49802
Miami Beach,Florida,2015,91908
Miami Gardens,Florida,2015,112739
Miami,Florida,2015,439404
Midland,Texas,2015,133523
Midwest City,Oklahoma,2015,57315
Milford city (bal,Connecticut,2015,52146
Millcreek,Utah,2015,60186
Milpitas,California,2015,77537
Milwaukee,Wisconsin,2015,600627
Minneapolis,Minnesota,2015,411150
Minnetonka,Minnesota,2015,51758
Miramar,Florida,2015,136454
Mission Viejo,California,2015,96664
Mission,Texas,2015,83246
Missoula,Montana,2015,70747
Missouri City,Texas,2015,73519
Mobile,Alabama,2015,192377
Modesto,California,2015,209366
Montebello,California,2015,63457
Monterey Park,California,2015,60989
Montgomery,Alabama,2015,200993
Moore,Oklahoma,2015,60170
Moreno Valley,California,2015,202958
Mount Pleasant,South Carolina,2015,81074
Mount Prospect vi,Illinois,2015,55562
Mount Vernon,New York,2015,68288
Mountain View,California,2015,80378
Muncie,Indiana,2015,69134
Murfreesboro,Tennessee,2015,125585
Murrieta,California,2015,109451
Nampa,Idaho,2015,89494
Napa,California,2015,79744
Naperville,Illinois,2015,147012
Nashua,New Hampshire,2015,88293
Nashville-Davidson metropolitan government (bal,Tennessee,2015,656572
National City,California,2015,60774
New Bedford,Massachusetts,2015,95111
New Braunfels,Texas,2015,70118
New Britain,Connecticut,2015,73219
New Brunswick,New Jersey,2015,56033
New Haven,Connecticut,2015,130391
New Orleans,Louisiana,2015,389791
New Rochelle,New York,2015,79431
New York,New York,2015,8468181
Newark,New Jersey,2015,279629
Newark,Ohio,2015,48591
Newport Beach,California,2015,86697
Newport News,Virginia,2015,180948
Newton,Massachusetts,2015,88614
Niagara Falls,New York,2015,48896
Noblesville,Indiana,2015,58609
Norfolk,Virginia,2015,246534
Normal,Illinois,2015,54291
Norman,Oklahoma,2015,119745
North Charleston,South Carolina,2015,108697
North Las Vegas,Nevada,2015,232689
North Little Rock,Arkansas,2015,66402
North Miami,Florida,2015,61085
North Port,Florida,2015,62312
North Richland Hills,Texas,2015,69167
Norwalk,California,2015,106365
Norwalk,Connecticut,2015,88287
Novato,California,2015,55437
Novi,Michigan,2015,58925
O'Fallon,Missouri,2015,85037
Oak Lawn vi,Illinois,2015,56860
Oak Park vi,Illinois,2015,52443
Oakland,California,2015,418263
Ocala,Florida,2015,57744
Oceanside,California,2015,175188
Odessa,Texas,2015,118614
Ogden,Utah,2015,85253
Oklahoma City,Oklahoma,2015,632193
Olathe,Kansas,2015,134279
Olympia,Washington,2015,49846
Omaha,Nebraska,2015,463472
Ontario,California,2015,170332
Orange,California,2015,140313
Orem,Utah,2015,93770
Orland Park vi,Illinois,2015,58605
Orlando,Florida,2015,270622
Oshkosh,Wisconsin,2015,66571
Overland Park,Kansas,2015,186224
Owensboro,Kentucky,2015,58999
Oxnard,California,2015,206408
Palatine vi,Illinois,2015,69350
Palm Bay,Florida,2015,108213
Palm Beach Gardens,Florida,2015,53616
Palm Coast,Florida,2015,81908
Palm Desert,California,2015,51570
Palmdale,California,2015,157196
Palo Alto,California,2015,66832
Paramount,California,2015,55017
Parker,Colorado,2015,51021
Parma,Ohio,2015,80048
Pasadena,California,2015,141211
Pasadena,Texas,2015,154624
Pasco,Washington,2015,70371
Passaic,New Jersey,2015,70228
Paterson,New Jersey,2015,145911
Pawtucket,Rhode Island,2015,71758
Peabody,Massachusetts,2015,52661
Pearland,Texas,2015,111553
Pembroke Pines,Florida,2015,165809
Pensacola,Florida,2015,52471
Peoria,Arizona,2015,160432
Peoria,Illinois,2015,115150
Perris,California,2015,74708
Perth Amboy,New Jersey,2015,51734
Petaluma,California,2015,60287
Pflugerville,Texas,2015,57320
Pharr,Texas,2015,76751
Philadelphia,Pennsylvania,2015,1571258
Phoenix,Arizona,2015,1584927
Pico Rivera,California,2015,63754
Pinellas Park,Florida,2015,51820
Pittsburg,California,2015,69273
Pittsburgh,Pennsylvania,2015,304211
Placentia,California,2015,52260
Plainfield,New Jersey,2015,50596
Plano,Texas,2015,283416
Plantation,Florida,2015,91933
Pleasanton,California,2015,79277
Plymouth,Minnesota,2015,76058
Pocatello,Idaho,2015,54790
Pomona,California,2015,152553
Pompano Beach,Florida,2015,106973
Pontiac,Michigan,2015,60198
Port Arthur,Texas,2015,55449
Port Orange,Florida,2015,60171
Port St. Lucie,Florida,2015,177784
Porterville,California,2015,59952
Portland,Maine,2015,66829
Portland,Oregon,2015,631539
Portsmouth,Virginia,2015,96308
Providence,Rhode Island,2015,179359
Provo,Utah,2015,114590
Pueblo,Colorado,2015,109031
Quincy,Massachusetts,2015,93807
Racine,Wisconsin,2015,77581
Raleigh,North Carolina,2015,449427
Rancho Cordova,California,2015,70666
Rancho Cucamonga,California,2015,174367
Rapid City,South Dakota,2015,72792
Reading,Pennsylvania,2015,88083
Redding,California,2015,90990
Redlands,California,2015,70690
Redmond,Washington,2015,60831
Redondo Beach,California,2015,67847
Redwood City,California,2015,85318
Reno,Nevada,2015,238335
Renton,Washington,2015,100571
Revere,Massachusetts,2015,54012
Rialto,California,2015,102572
Richardson,Texas,2015,110871
Richland,Washington,2015,54045
Richmond,California,2015,109082
Richmond,Virginia,2015,220847
Rio Rancho,New Mexico,2015,93108
Riverside,California,2015,320673
Roanoke,Virginia,2015,99733
Rochester Hills,Michigan,2015,73633
Rochester,Minnesota,2015,112091
Rochester,New York,2015,208709
Rock Hill,South Carolina,2015,70837
Rockford,Illinois,2015,148496
Rocklin,California,2015,60945
Rockville,Maryland,2015,66782
Rocky Mount,North Carolina,2015,55052
Rogers,Arkansas,2015,63507
Rosemead,California,2015,54510
Roseville,California,2015,129961
Roswell,Georgia,2015,93826
Round Rock,Texas,2015,115871
Rowlett,Texas,2015,60387
Royal Oak,Michigan,2015,58750
Sacramento,California,2015,488353
Saginaw,Michigan,2015,49243
Salem,Oregon,2015,163251
Salinas,California,2015,156512
Salt Lake City,Utah,2015,191737
Sammamish,Washington,2015,63338
San Angelo,Texas,2015,99716
San Antonio,Texas,2015,1464531
San Bernardino,California,2015,214709
San Buenaventura (Ventura),California,2015,109839
San Clemente,California,2015,65193
San Diego,California,2015,1388674
San Francisco,California,2015,863836
San Jose,California,2015,1026099
San Leandro,California,2015,90539
San Marcos,California,2015,93338
San Marcos,Texas,2015,60302
San Mateo,California,2015,103581
San Rafael,California,2015,59095
San Ramon,California,2015,75163
Sandy Springs,Georgia,2015,104791
Sandy,Utah,2015,94421
Sanford,Florida,2015,58251
Santa Ana,California,2015,333736
Santa Barbara,California,2015,91334
Santa Clara,California,2015,126154
Santa Clarita,California,2015,209247
Santa Cruz,California,2015,64119
Santa Fe,New Mexico,2015,83395
Santa Maria,California,2015,104532
Santa Monica,California,2015,92545
Santa Rosa,California,2015,181968
Santee,California,2015,57530
Sarasota,Florida,2015,54963
Savannah,Georgia,2015,145221
Schaumburg vi,Illinois,2015,74700
Schenectady,New York,2015,65547
Scottsdale,Arizona,2015,241197
Scranton,Pennsylvania,2015,77160
Seattle,Washington,2015,688156
Shawnee,Kansas,2015,64984
Shoreline,Washington,2015,55657
Shreveport,Louisiana,2015,196508
Simi Valley,California,2015,126290
Sioux City,Iowa,2015,82665
Sioux Falls,South Dakota,2015,170206
Skokie vi,Illinois,2015,64937
Smyrna,Georgia,2015,55749
Smyrna,Tennessee,2015,46922
Somerville,Massachusetts,2015,79662
South Bend,Indiana,2015,101585
South Fulton,Georgia,2015,93505
South Gate,California,2015,95723
South Jordan,Utah,2015,66100
South San Francisco,California,2015,67297
Southaven,Mississippi,2015,52500
Southfield,Michigan,2015,73404
Sparks,Nevada,2015,95765
Spokane Valley,Washington,2015,94329
Spokane,Washington,2015,212179
Springdale,Arkansas,2015,77557
Springfield,Illinois,2015,117231
Springfield,Massachusetts,2015,154740
Springfield,Missouri,2015,166231
Springfield,Ohio,2015,59442
Springfield,Oregon,2015,60439
St. Charles,Missouri,2015,69038
St. Clair Shores,Michigan,2015,59920
St. Cloud,Florida,2015,46726
St. Cloud,Minnesota,2015,67324
St. George,Utah,2015,79586
St. Joseph,Missouri,2015,76566
St. Louis,Missouri,2015,315878
St. Paul,Minnesota,2015,300010
St. Peters,Missouri,2015,56714
St. Petersburg,Florida,2015,255206
Stamford,Connecticut,2015,128407
Sterling Heights,Michigan,2015,132051
Stillwater,Oklahoma,2015,49090
Stockton,California,2015,303926
Stonecrest,Georgia,2015,53333
Suffolk,Virginia,2015,88127
Sugar Land,Texas,2015,118304
Summerville,South Carolina,2015,49107
Sunnyvale,California,2015,151715
Sunrise,Florida,2015,91940
Surprise,Arizona,2015,130449
Syracuse,New York,2015,143827
Tacoma,Washington,2015,206801
Tallahassee,Florida,2015,188894
Tamarac,Florida,2015,63951
Tampa,Florida,2015,367413
Taunton,Massachusetts,2015,56879
Taylor,Michigan,2015,61771
Taylorsville,Utah,2015,60327
Temecula,California,2015,111185
Tempe,Arizona,2015,179221
Temple,Texas,2015,71772
Terre Haute,Indiana,2015,60561
Thornton,Colorado,2015,132301
Thousand Oaks,California,2015,128796
Tigard,Oregon,2015,51070
Tinley Park vi,Illinois,2015,57249
Toledo,Ohio,2015,279816
Topeka,Kansas,2015,127422
Torrance,California,2015,147155
Tracy,California,2015,86884
Trenton,New Jersey,2015,83566
Troy,Michigan,2015,83500
Troy,New York,2015,49772
Tucson,Arizona,2015,535772
Tulare,California,2015,62003
Tulsa,Oklahoma,2015,403733
Turlock,California,2015,71713
Tuscaloosa,Alabama,2015,97988
Tustin,California,2015,80174
Tyler,Texas,2015,102711
Union City,California,2015,74348
Union City,New Jersey,2015,68120
Upland,California,2015,76039
Urban Honolul,Hawaii,2015,351684
Utica,New York,2015,60911
Vacaville,California,2015,96301
Valdosta,Georgia,2015,55822
Vallejo,California,2015,120558
Vancouver,Washington,2015,176430
Victoria,Texas,2015,67221
Victorville,California,2015,121599
Vineland,New Jersey,2015,60606
Virginia Beach,Virginia,2015,450474
Visalia,California,2015,129529
Vista,California,2015,99885
Waco,Texas,2015,131882
Walnut Creek,California,2015,68765
Waltham,Massachusetts,2015,62981
Warner Robins,Georgia,2015,73461
Warren,Michigan,2015,135377
Warwick,Rhode Island,2015,81128
Washington,District of Columbia,2015,675254
Waterbury,Connecticut,2015,109018
Waterloo,Iowa,2015,68526
Watsonville,California,2015,53548
Waukegan,Illinois,2015,88371
Waukesha,Wisconsin,2015,72381
Wellington vi,Florida,2015,62623
West Allis,Wisconsin,2015,60734
West Covina,California,2015,107677
West Des Moines,Iowa,2015,63489
West Haven,Connecticut,2015,54876
West Jordan,Utah,2015,111394
West New York,New Jersey,2015,52552
West Palm Beach,Florida,2015,106893
West Sacramento,California,2015,52465
West Valley City,Utah,2015,135981
Westland,Michigan,2015,82312
Westminster,California,2015,91656
Westminster,Colorado,2015,112475
Weston,Florida,2015,69699
Weymouth Town,Massachusetts,2015,55807
Wheaton,Illinois,2015,53724
White Plains,New York,2015,58032
Whittier,California,2015,86812
Wichita Falls,Texas,2015,103960
Wichita,Kansas,2015,389437
Wilmington,Delaware,2015,71112
Wilmington,North Carolina,2015,115024
Winston-Salem,North Carolina,2015,239696
Woodbury,Minnesota,2015,67462
Woodland,California,2015,58378
Worcester,Massachusetts,2015,184910
Wylie,Texas,2015,47657
Wyoming,Michigan,2015,75289
Yakima,Washington,2015,93058
Yonkers,New York,2015,199721
Yorba Linda,California,2015,67608
Youngstown,Ohio,2015,64704
Yuba City,California,2015,66187
Yucaipa,California,2015,53034
Yuma,Arizona,2015,94287
Abilene,Texas,2016,121856
Akron,Ohio,2016,198021
Alameda,California,2016,79061
Albany,Georgia,2016,73930
Albany,New York,2016,97939
Albany,Oregon,2016,52689
Albuquerque,New Mexico,2016,559626
Alexandria,Virginia,2016,157045
Alhambra,California,2016,85358
Aliso Viejo,California,2016,51368
Allen,Texas,2016,99512
Allentown,Pennsylvania,2016,120371
Alpharetta,Georgia,2016,65403
Amarillo,Texas,2016,198867
Ames,Iowa,2016,65881
Anaheim,California,2016,350848
Anchorage municip,Alaska,2016,297216
Anderson,Indiana,2016,55082
Ankeny,Iowa,2016,58621
Ann Arbor,Michigan,2016,121035
Antioch,California,2016,111074
Apex,North Carolina,2016,47449
Apopka,Florida,2016,50381
Apple Valley,Minnesota,2016,51963
Apple Valley,California,2016,72332
Appleton,Wisconsin,2016,74433
Arcadia,California,2016,58359
Arlington Heights vi,Illinois,2016,75864
Arlington,Texas,2016,394780
Arvada,Colorado,2016,117726
Asheville,North Carolina,2016,91145
Athens-Clarke County unified government (bal,Georgia,2016,123559
Atlanta,Georgia,2016,478916
Auburn,Alabama,2016,62882
Auburn,Washington,2016,78660
Augusta-Richmond County consolidated government (bal,Georgia,2016,197146
Aurora,Colorado,2016,362941
Aurora,Illinois,2016,200945
Austin,Texas,2016,939768
Avondale,Arizona,2016,83347
Bakersfield,California,2016,375844
Baldwin Park,California,2016,76337
Baltimore,Maryland,2016,615849
Bartlett,Tennessee,2016,58853
Baton Rouge,Louisiana,2016,226397
Battle Creek,Michigan,2016,51451
Bayonne,New Jersey,2016,65351
Baytown,Texas,2016,76544
Beaumont,Texas,2016,119109
Beaverton,Oregon,2016,97720
Bellevue,Nebraska,2016,53328
Bellevue,Washington,2016,141927
Bellflower,California,2016,77681
Bellingham,Washington,2016,87038
Bend,Oregon,2016,90611
Bentonville,Arkansas,2016,47127
Berkeley,California,2016,121487
Berwyn,Illinois,2016,56037
Bethlehem,Pennsylvania,2016,75255
Billings,Montana,2016,109647
Birmingham,Alabama,2016,211436
Bismarck,North Dakota,2016,72435
Blaine,Minnesota,2016,63251
Bloomington,Illinois,2016,78343
Bloomington,Indiana,2016,84396
Bloomington,Minnesota,2016,85495
Blue Springs,Missouri,2016,54397
Boca Raton,Florida,2016,96456
Boise City,Idaho,2016,224728
Bolingbrook vi,Illinois,2016,74427
Bonita Springs,Florida,2016,54355
Bossier City,Louisiana,2016,68037
Boston,Massachusetts,2016,680470
Boulder,Colorado,2016,108288
Bowie,Maryland,2016,58485
Bowling Green,Kentucky,2016,65663
Boynton Beach,Florida,2016,75826
Bradenton,Florida,2016,55037
Brentwood,California,2016,60599
Bridgeport,Connecticut,2016,146353
Bristol,Connecticut,2016,60289
Brockton,Massachusetts,2016,95391
Broken Arrow,Oklahoma,2016,107968
Brookhaven,Georgia,2016,53152
Brooklyn Park,Minnesota,2016,79899
Broomfield,Colorado,2016,66474
Brownsville,Texas,2016,182888
Bryan,Texas,2016,83357
Buckeye,Arizona,2016,64649
Buena Park,California,2016,83113
Buffalo,New York,2016,256960
Burbank,California,2016,104266
Burien,Washington,2016,51435
Burlington,North Carolina,2016,51995
Burnsville,Minnesota,2016,61335
Caldwell,Idaho,2016,53098
Camarillo,California,2016,67270
Cambridge,Massachusetts,2016,115730
Camden,New Jersey,2016,73974
Canton,Ohio,2016,71273
Cape Coral,Florida,2016,178362
Carlsbad,California,2016,113423
Carmel,Indiana,2016,90762
Carrollton,Texas,2016,133470
Carson,Nevada,2016,54147
Carson,California,2016,92710
Cary,North Carolina,2016,162426
Casa Grande,Arizona,2016,54339
Casper,Wyoming,2016,58896
Castle Rock,Colorado,2016,59195
Cathedral City,California,2016,54003
Cedar Park,Texas,2016,72602
Cedar Rapids,Iowa,2016,131169
Centennial,Colorado,2016,109793
Cerritos,California,2016,50436
Champaign,Illinois,2016,87156
Chandler,Arizona,2016,247845
Chapel Hill,North Carolina,2016,59688
Charleston,South Carolina,2016,134620
Charleston,West Virginia,2016,48784
Charlotte,North Carolina,2016,842937
Chattanooga,Tennessee,2016,177104
Chesapeake,Virginia,2016,237591
Cheyenne,Wyoming,2016,63483
Chicago,Illinois,2016,2718946
Chico,California,2016,91733
Chicopee,Massachusetts,2016,55342
Chino Hills,California,2016,78542
Chino,California,2016,87576
Chula Vista,California,2016,266610
Cicero,Illinois,2016,83275
Cincinnati,Ohio,2016,299707
Citrus Heights,California,2016,87292
Clarksville,Tennessee,2016,149203
Clearwater,Florida,2016,114157
Cleveland,Ohio,2016,387708
Clifton,New Jersey,2016,85141
Clovis,California,2016,106366
Coconut Creek,Florida,2016,59822
Coeur d'Alene,Idaho,2016,49825
College Station,Texas,2016,111238
Collierville,Tennessee,2016,49456
Colorado Springs,Colorado,2016,458531
Colton,California,2016,54553
Columbia,Missouri,2016,120494
Columbia,South Carolina,2016,134079
Columbus,Georgia,2016,196198
Columbus,Ohio,2016,866918
Commerce City,Colorado,2016,54631
Compton,California,2016,97410
Concord,California,2016,129014
Concord,North Carolina,2016,89729
Conroe,Texas,2016,82054
Conway,Arkansas,2016,64862
Coon Rapids,Minnesota,2016,62381
Coral Gables,Florida,2016,50919
Coral Springs,Florida,2016,131237
Corona,California,2016,166306
Corpus Christi,Texas,2016,325947
Corvallis,Oregon,2016,57220
Costa Mesa,California,2016,113092
Council Bluffs,Iowa,2016,62490
Cranston,Rhode Island,2016,81188
Cupertino,California,2016,60955
Dallas,Texas,2016,1324477
Daly City,California,2016,106941
Danbury,Connecticut,2016,84995
Davenport,Iowa,2016,102395
Davie,Florida,2016,103358
Davis,California,2016,67980
Dayton,Ohio,2016,140858
Daytona Beach,Florida,2016,67085
DeSoto,Texas,2016,53192
Dearborn Heights,Michigan,2016,56082
Dearborn,Michigan,2016,95018
Decatur,Alabama,2016,54678
Decatur,Illinois,2016,72550
Deerfield Beach,Florida,2016,79986
Delano,California,2016,52610
Delray Beach,Florida,2016,67591
Deltona,Florida,2016,89360
Denton,Texas,2016,134266
Denver,Colorado,2016,696618
Des Moines,Iowa,2016,216487
Des Plaines,Illinois,2016,58478
Detroit,Michigan,2016,676883
Diamond Bar,California,2016,56656
Doral,Florida,2016,58360
Dothan,Alabama,2016,68211
Downey,California,2016,113066
Dublin,California,2016,59561
Dubuque,Iowa,2016,58287
Duluth,Minnesota,2016,86058
Durham,North Carolina,2016,265355
Eagan,Minnesota,2016,66356
East Orange,New Jersey,2016,64425
Eastvale,California,2016,61289
Eau Claire,Wisconsin,2016,68276
Eden Prairie,Minnesota,2016,64023
Edina,Minnesota,2016,51448
Edinburg,Texas,2016,93053
Edmond,Oklahoma,2016,91469
El Cajon,California,2016,103573
El Monte,California,2016,115657
El Paso,Texas,2016,681485
Elgin,Illinois,2016,112322
Elizabeth,New Jersey,2016,128074
Elk Grove,California,2016,169243
Elkhart,Indiana,2016,52487
Elyria,Ohio,2016,53877
Encinitas,California,2016,62980
Enid,Oklahoma,2016,50837
Erie,Pennsylvania,2016,98239
Escondido,California,2016,151383
Eugene,Oregon,2016,166016
Euless,Texas,2016,54902
Evanston,Illinois,2016,75302
Evansville,Indiana,2016,118915
Everett,Washington,2016,109098
Fairfield,California,2016,114545
Fall River,Massachusetts,2016,89288
Fargo,North Dakota,2016,120126
Farmington Hills,Michigan,2016,81561
Fayetteville,Arkansas,2016,83598
Fayetteville,North Carolina,2016,211126
Federal Way,Washington,2016,97241
Fishers,Indiana,2016,89868
Flagstaff,Arizona,2016,71227
Flint,Michigan,2016,97026
Florissant,Missouri,2016,51700
Flower Mound,Texas,2016,73334
Folsom,California,2016,77088
Fontana,California,2016,208971
Fort Collins,Colorado,2016,162583
Fort Lauderdale,Florida,2016,178884
Fort Myers,Florida,2016,76736
Fort Smith,Arkansas,2016,87615
Fort Wayne,Indiana,2016,263777
Fort Worth,Texas,2016,856902
Fountain Valley,California,2016,56503
Framingham,Massachusetts,2016,71469
Franklin,Tennessee,2016,74635
Frederick,Maryland,2016,69952
Fremont,California,2016,233378
Fresno,California,2016,521986
Frisco,Texas,2016,163841
Fullerton,California,2016,140648
Gainesville,Florida,2016,131474
Gaithersburg,Maryland,2016,67636
Galveston,Texas,2016,50238
Garden Grove,California,2016,174805
Gardena,California,2016,59961
Garland,Texas,2016,236500
Gary,Indiana,2016,76539
Gastonia,North Carolina,2016,75037
Georgetown,Texas,2016,66934
Gilbert,Arizona,2016,237137
Gilroy,California,2016,55409
Glendale,Arizona,2016,246000
Glendale,California,2016,200444
Glendora,California,2016,51947
Goodyear,Arizona,2016,77413
Grand Forks,North Dakota,2016,56740
Grand Island,Nebraska,2016,51286
Grand Junction,Colorado,2016,61354
Grand Prairie,Texas,2016,192300
Grand Rapids,Michigan,2016,196546
Grapevine,Texas,2016,52100
Great Falls,Montana,2016,58879
Greeley,Colorado,2016,104575
Green Bay,Wisconsin,2016,104719
Greensboro,North Carolina,2016,289597
Greenville,North Carolina,2016,91045
Greenville,South Carolina,2016,66964
Greenwood,Indiana,2016,56416
Gresham,Oregon,2016,111813
Gulfport,Mississippi,2016,71490
Hamilton,Ohio,2016,62244
Hammond,Indiana,2016,77104
Hampton,Virginia,2016,135238
Hanford,California,2016,55647
Harlingen,Texas,2016,65413
Harrisonburg,Virginia,2016,53701
Hartford,Connecticut,2016,123679
Haverhill,Massachusetts,2016,63236
Hawthorne,California,2016,87835
Hayward,California,2016,159147
Hemet,California,2016,84175
Hempstead vi,New York,2016,55380
Henderson,Nevada,2016,289784
Hendersonville,Tennessee,2016,56551
Hesperia,California,2016,93383
Hialeah,Florida,2016,236886
High Point,North Carolina,2016,111685
Highland,California,2016,54786
Hillsboro,Oregon,2016,105371
Hoboken,New Jersey,2016,53673
Hoffman Estates vi,Illinois,2016,51871
Hollywood,Florida,2016,151685
Homestead,Florida,2016,68835
Hoover,Alabama,2016,84546
Houston,Texas,2016,2309752
Huntersville,North Carolina,2016,55120
Huntington Beach,California,2016,200541
Huntington Park,California,2016,58780
Huntsville,Alabama,2016,192260
Idaho Falls,Idaho,2016,60160
Independence,Missouri,2016,117232
Indianapolis city (bal,Indiana,2016,857488
Indio,California,2016,88340
Inglewood,California,2016,110470
Iowa City,Iowa,2016,74551
Irvine,California,2016,265721
Irving,Texas,2016,240086
Jackson,Mississippi,2016,169080
Jackson,Tennessee,2016,66738
Jacksonville,Florida,2016,880495
Jacksonville,North Carolina,2016,72530
Janesville,Wisconsin,2016,64029
Jersey City,New Jersey,2016,260626
Johns Creek,Georgia,2016,83914
Johnson City,Tennessee,2016,66114
Joliet,Illinois,2016,148001
Jonesboro,Arkansas,2016,74696
Joplin,Missouri,2016,50167
Jupiter,Florida,2016,64085
Jurupa Valley,California,2016,103248
Kalamazoo,Michigan,2016,75833
Kansas City,Kansas,2016,152617
Kansas City,Missouri,2016,481626
Kenner,Louisiana,2016,67159
Kennewick,Washington,2016,80153
Kenosha,Wisconsin,2016,99485
Kent,Washington,2016,128316
Kentwood,Michigan,2016,51753
Kettering,Ohio,2016,55261
Killeen,Texas,2016,143045
Kingsport,Tennessee,2016,52539
Kirkland,Washington,2016,88062
Kissimmee,Florida,2016,69284
Knoxville,Tennessee,2016,185193
Kokomo,Indiana,2016,57644
La Crosse,Wisconsin,2016,51851
La Habra,California,2016,61634
La Mesa,California,2016,59824
Lacey,Washington,2016,47366
Lafayette,Indiana,2016,72024
Lafayette,Louisiana,2016,127156
Laguna Niguel,California,2016,65234
Lake Charles,Louisiana,2016,76218
Lake Elsinore,California,2016,63861
Lake Forest,California,2016,83135
Lake Havasu City,Arizona,2016,53829
Lakeland,Florida,2016,105917
Lakeville,Minnesota,2016,62039
Lakewood,California,2016,80997
Lakewood,Colorado,2016,154117
Lakewood,Ohio,2016,50542
Lakewood,Washington,2016,59741
Lancaster,California,2016,159831
Lancaster,Pennsylvania,2016,59546
Lansing,Michigan,2016,116635
Laredo,Texas,2016,258102
Largo,Florida,2016,84046
Las Cruces,New Mexico,2016,101357
Las Vegas,Nevada,2016,626950
Lauderhill,Florida,2016,71480
Lawrence,Kansas,2016,95648
Lawrence,Massachusetts,2016,79870
Lawton,Oklahoma,2016,94133
Layton,Utah,2016,75489
League City,Texas,2016,101800
Leander,Texas,2016,43864
Lee's Summit,Missouri,2016,96012
Leesburg,Virginia,2016,52471
Lehi,Utah,2016,61675
